Temperature,Humidity,Wind Speed,Precipitation (%),Atmospheric Pressure,UV Index,Cloud Cover_clear,Cloud Cover_cloudy,Cloud Cover_overcast,Cloud Cover_partly cloudy,Weather_Type_Encoded
-0.319763439826446,0.18708709106474186,0.05606372355090892,0.9471571131343209,0.35275172717708625,-0.4370483375237335,False,False,False,True,1
1.258618979153276,1.3737056908826648,-0.1228029434078765,0.603256890516206,0.39994021190127704,0.9995273656509082,False,False,False,True,0
0.6904013083205761,-0.27724192625531496,-0.39110294384605465,-1.1162442225743685,0.9638812834412951,0.4248970843810515,True,False,False,False,3
1.195483682394087,0.7030082214203606,-1.3748696121193744,0.9471571131343209,1.5463883161842684,0.9995273656509082,True,False,False,False,3
0.5009954180430094,0.23867920410030374,1.3975637257417997,0.446938607507972,-1.206015432155053,-0.7243634781586618,False,False,True,False,1
0.8166719018389539,-0.7415709435753718,-1.0171362782018036,-0.8036076565579003,0.2916387715506592,-0.4370483375237335,False,False,True,False,0
-1.3299281879734681,1.4252978039182267,-0.2122362768872692,1.072211739540908,-1.1905437978192466,-0.7243634781586618,False,False,True,False,2
-1.0142517041775236,0.8061924474914843,-0.5699696108048401,1.3848483055573761,-1.686409678281724,-0.7243634781586618,False,False,False,True,2
-1.0142517041775236,0.7030082214203606,-0.5699696108048401,0.446938607507972,-0.5275842665300928,-1.0116786187935902,False,False,True,False,2
0.5641307148021983,0.23867920410030374,-0.1228029434078765,1.728748528175491,0.45409093207659035,1.2868425062858364,True,False,False,False,3
1.195483682394087,-1.3606763000021143,-1.2854362786399818,-1.1162442225743685,1.7715005957702055,2.1487879281906213,True,False,False,False,3
-0.4460340333448237,-0.5352024914331243,0.23493039050969433,-0.8348713131595472,0.7596557102086992,-0.14973319688880515,False,False,False,True,0
-1.835010562046979,0.909376673562608,1.0398303918242287,0.47820226410961875,-1.5525800412770283,-1.0116786187935902,False,False,True,False,2
0.3115895277654428,-2.4957027867844754,-1.0171362782018036,-1.3663534753875428,0.9762585909099348,1.2868425062858364,True,False,False,False,3
-0.5723046268632015,-0.9995315087531811,-0.48053627732544735,-0.1783345245249642,-0.4502260948510788,-0.4370483375237335,False,False,False,True,0
0.6904013083205761,-2.186150108571104,-0.39110294384605465,-1.210035192379309,0.7828631617123999,0.4248970843810515,False,False,False,True,3
0.8798071985981427,-0.9479393957176192,-1.55373627907816,-0.7723439999562536,0.22588432562349553,-0.14973319688880515,False,False,True,False,0
1.5111601661900316,-1.2058999608954286,-1.55373627907816,-1.1475078791760152,1.5115771389287087,1.5741576469207648,True,False,False,False,3
-0.38289873658563484,1.683258369096036,0.5032303909478725,0.6345205471178528,0.4633739126780724,0.13758194374612318,True,False,False,False,3
-1.835010562046979,-0.12246558714862935,-0.1228029434078765,0.7283115169227933,-1.1394874045110999,-0.7243634781586618,False,False,True,False,2
-1.6456046717694124,0.9609687865981699,0.5926637244272652,1.44737561876067,-2.007446090749639,-0.7243634781586618,False,False,True,False,2
0.8798071985981427,-1.7218210912510472,-0.3016696103666619,-1.0537169093710748,0.6211845829032582,1.2868425062858364,True,False,False,False,3
0.43786012128382057,0.18708709106474186,0.7715303913860506,-0.70981668675296,0.44558153319189775,-0.7243634781586618,False,False,True,False,0
1.195483682394087,0.7030082214203606,-0.39110294384605465,1.5411665885656103,0.9035419095316662,0.13758194374612318,False,False,False,True,0
-0.9511164074183348,0.4966397692781131,-1.464302945598767,1.0409480829392612,-1.835710949622226,-0.7243634781586618,False,False,False,True,2
-0.13035754954887935,0.13549497802918,-0.3016696103666619,0.3218839811013847,0.30169533386893066,-0.4370483375237335,False,False,True,False,1
1.321754275912465,-0.638386717504248,-0.9277029447224109,-1.2412988489809558,1.1193712085161125,2.1487879281906213,False,False,False,True,3
0.3115895277654428,-0.43201826536200055,-0.48053627732544735,-1.522671758395777,0.9197871255842532,0.9995273656509082,False,False,False,True,3
0.6904013083205761,0.032310751958056265,1.2186970587830142,0.07177472828821026,0.11526214012250936,-1.0116786187935902,False,False,False,True,1
0.5641307148021983,0.8061924474914843,-0.39110294384605465,1.416111962159023,-1.1750721634834405,-0.7243634781586618,False,False,True,False,1
-1.0773870009367126,-0.43201826536200055,1.3081303922624068,0.35314763770303154,-0.8138095017424481,-1.0116786187935902,False,False,True,False,2
-0.9511164074183348,1.322113577847103,-1.196002945160589,0.13430204149150388,-1.6732587890962947,-0.7243634781586618,False,False,True,False,2
-0.2566281430672571,1.4252978039182267,2.470763727494512,1.2285300225491422,0.23980879652572296,2.723418209460478,False,False,True,False,1
0.6272660115613872,-0.019281361077505603,-1.1065696116811963,-1.1475078791760152,0.4509966052094326,1.861472787555693,True,False,False,False,3
1.0060777921165205,-2.4957027867844754,0.14549705703030164,-1.4288807885908366,1.589708892324512,0.4248970843810515,True,False,False,False,3
-0.5091693301040127,1.0641530126692937,2.917930394891475,0.75957517352444,-0.780545487920476,-1.0116786187935902,False,False,False,True,1
-1.0773870009367126,1.8380347082027217,1.7552970596593704,1.7912758413787848,-1.1278836787592494,0.9995273656509082,False,False,True,False,2
0.5009954180430094,-0.27724192625531496,0.4137970574684798,-0.45970743393978547,0.8517119345067212,-0.14973319688880515,False,False,False,True,0
0.8166719018389539,-1.6702289782154853,-1.55373627907816,-1.3350898187858962,0.5979771313995574,2.1487879281906213,False,False,False,True,3
1.0692130888757094,-2.4441106737489133,-1.464302945598767,-1.6164627282007173,1.73050076478033,1.861472787555693,True,False,False,False,3
0.5641307148021983,-0.7931630566109337,1.0398303918242287,-0.39718012073649184,0.974711427476356,-0.14973319688880515,False,False,False,True,0
1.4480248694308426,-0.27724192625531496,-1.2854362786399818,-1.0537169093710748,1.7243121110459971,1.2868425062858364,False,False,False,True,3
0.12218363748787617,-1.3606763000021143,0.14549705703030164,-1.2725625055826024,1.0172584218998102,2.1487879281906213,True,False,False,False,3
0.18531893424706505,-0.9995315087531811,-1.6431696125575526,-1.0537169093710748,0.7921461423138819,0.4248970843810515,True,False,False,False,3
0.8798071985981427,-0.1740577001841912,-0.03336960992848379,-1.0537169093710748,0.6250524914872141,-0.14973319688880515,False,False,False,True,0
0.43786012128382057,-2.289334334642228,-1.196002945160589,-1.178771535777662,0.3156198047711581,1.2868425062858364,False,False,False,True,3
0.43786012128382057,1.1157451257048554,0.05606372355090892,0.9471571131343209,1.0180320036165995,-0.14973319688880515,False,False,True,False,1
-1.3299281879734681,1.4768899169537886,1.6658637261799778,1.072211739540908,-1.9339558276545723,-1.0116786187935902,False,False,True,False,2
-0.13035754954887935,1.0641530126692937,0.324363723989087,1.44737561876067,0.8687307322761064,-0.14973319688880515,False,False,True,False,1
0.3747248245246317,-0.7415709435753718,-0.1228029434078765,-0.45970743393978547,0.6366562172390644,0.13758194374612318,False,False,False,True,0
-1.4561987814918458,1.3737056908826648,1.934163726618156,1.1347390527442018,-1.202147523571097,-0.7243634781586618,False,False,False,True,2
-1.2667928912142792,0.909376673562608,0.8609637248654433,0.8221024867277337,-1.7134850383693807,-1.0116786187935902,False,False,True,False,2
-1.5193340782510347,1.270521464811541,-0.6594029442842327,0.10303838488985707,-1.1302044239096178,-1.0116786187935902,False,False,True,False,2
0.18531893424706505,1.322113577847103,0.6820970579066579,1.1972663659474954,-0.6413007788982454,-0.14973319688880515,False,False,True,False,1
1.3848895726716537,0.8061924474914843,-0.03336960992848379,1.5411665885656103,0.8996740009477103,-0.14973319688880515,False,False,True,False,0
0.8798071985981427,-1.463860526073238,-1.6431696125575526,-1.49140810179413,0.9515039759726466,0.9995273656509082,True,False,False,False,3
-0.19349284630806823,0.7546003344559225,1.6658637261799778,0.07177472828821026,-0.7844133965044231,-1.0116786187935902,False,False,True,False,1
-0.5723046268632015,-0.27724192625531496,0.8609637248654433,-1.0537169093710748,0.4409400428911611,-0.7243634781586618,False,False,True,False,0
0.6272660115613872,-0.3288340392908768,-0.5699696108048401,0.5094659207112656,-1.0683178865664014,-1.0116786187935902,False,False,True,False,1
-0.2566281430672571,-0.7415709435753718,-1.3748696121193744,-0.6160257169480196,0.2127334364380663,-0.4370483375237335,False,False,False,True,0
0.3115895277654428,-0.8963472826820573,-0.03336960992848379,-0.70981668675296,0.12222437557362309,-0.7243634781586618,False,False,False,True,0
0.3747248245246317,0.8061924474914843,-0.03336960992848379,0.47820226410961875,-0.8401112801133154,-0.7243634781586618,False,False,True,False,1
0.3747248245246317,1.0125608996337319,-1.3748696121193744,1.103475396142555,0.8432025356220286,2.1487879281906213,False,False,False,True,3
0.3115895277654428,-1.1543078478598667,-0.2122362768872692,-1.0849805659727216,1.466709399354886,0.4248970843810515,True,False,False,False,3
-1.0773870009367126,1.4252978039182267,-1.2854362786399818,1.1660027093458485,-1.0149407481078863,-1.0116786187935902,False,False,False,True,2
0.12218363748787617,-0.7931630566109337,-1.1065696116811963,-1.0849805659727216,1.5386524990163741,0.9995273656509082,True,False,False,False,3
